Agency,Date,Id,Title,Url,Home_url,File
Home Affairs,2023-04-20,FA 23/02/01602,Number of Skilled Independent (subclass 189) visa applications lodged and granted from 1 July 2022 to 28 February 2023,/foi/files/2023/fa-230201602-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201602-document-released.PDF
Home Affairs,2023-04-20,FA 23/02/00249,"Number of Skilled Independent (subclass 189), Skilled Nominated (subclass 190), Skilled Regional (Provisional)(subclass 489), Skilled Work Regional (Provisional)(subclass 491) and Skilled Regional (subclass 887) visa applications granted and on hand from 1 July 2022 to 31 January 2023",/foi/files/2023/fa-230200249-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200249-document-released.PDF
Home Affairs,2023-04-19,FA 23/02/00263,"Number of Skilled Independent (subclass 189), Skilled Nominated (subclass 190) and Skilled Work Regional (Provisional) (subclass 491) visa applications lodged and granted, in total and separately for Iranian nationals, by month, applicant type and client location at time of application from 1 July 2022 to 31 January 2023",/foi/files/2023/fa-230200263-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200263-document-released.PDF
Home Affairs,2023-04-19,FA 23/02/00406,"Number of Skilled Work Regional (subclass 491) visa applications granted, lodged and on hand for Sales and Marketing Manager ANZSCO 131112, by month and client location at time of application from 1 September 2022 to 28 February 2023, number of offshore Skilled Work Regional (subclass 491) South Australian Government sponsored visa applications granted, lodged and on hand for Sales and Marketing Manager ANZSCO 131112, by month from 1 September 2022 to 28 February 2023, and by time on hand as at 28 February 2023",/foi/files/2023/fa-230200406-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200406-document-released.PDF
Home Affairs,2023-04-19,FA 23/02/01402,"Number of Business Innovation and Investment (Provisional)(subclass 188) visa applications granted, refused and withdrawn for citizenship countries Brunei, Cambodia, Indonesia, Malaysia, Philippines, Singapore and Vietnam from 1 January 2022 to 31 December 2022",/foi/files/2023/fa-230201402-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201402-document-released.PDF
Home Affairs,2023-04-19,FA 23/02/01601,Number of Skilled Work Regional (Provisional)(subclass 491) visa applications granted for Production or Plant Engineer ANZSCO 233513 from 1 May 2022 to 28 February 2023,/foi/files/2023/fa-230201601-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201601-document-released.PDF
Home Affairs,2023-04-19,FA 23/02/01423,Number of Employer Nomination Scheme (subclass 186) visa applications lodged for Industrial Pharmacist ANZSCO 251512 from 1 July 2022 to 28 February 2023,/foi/files/2023/fa-230201423-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201423-document-released.PDF
Home Affairs,2023-04-18,FA 23/02/00184,Number of Expression of Interests (EOIs) on hand for each sector as at 2 February 2023; number of successful and unsuccessful EOIs from 2 February 2021 to 2 February 2023; number of Global Talent (subclass 858) visa applications granted for each sector from 1 July 2021 to 30 June 2022,/foi/files/2023/fa-230200184-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200184-document-released.PDF
Home Affairs,2023-04-18,FA 23/01/00725,"Number of Significant investor (subclass 188) visa applications lodged, granted, refused and on hand by month from 1 July 2015 to 28 February 2023",/foi/files/2023/fa-230100725-document-released.PDF,https://www.homeaffairs.gov.au/access-and-accountability/freedom-of-information/disclosure-logs/2023,https://www.homeaffairs.gov.au/foi/files/2023/fa-230100725-document-released.PDF
Home Affairs,2023-04-06,FA 23/03/00851,Visa Applicant Character Consideration Unit (VACCU) Character Referral Guidelines,/foi/files/2023/fa-230300851-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230300851-document-released.PDF
Home Affairs,2023-04-06,FA 23/03/00030,"Number of Employer Nomination Scheme (subclass 186) Direct Entry stream visa applications lodged, granted, refused for Accountant (General) ANZSCO 221111 in New South Wales from 1 January 2023 to 28 February 2023, and on hand as at 28 February 2023",/foi/files/2023/fa-230300030-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230300030-document-released.PDF
Home Affairs,2023-04-06,FA 23/02/00687,Number of Skilled Regional (subclass 191) visa applications on hand as at 28 February 2023,/foi/files/2023/fa-230200687-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200687-document-released.PDF
Home Affairs,2023-04-04,FA 23/02/00370,"Number of Skilled Nominated (subclass 190) Migration Program Outcomes for 2022-23 to 31 January 2023, with Western Australia as the intended residence, and number of Skilled Nomination (subclass 190) visa applications on hand, with Western Australia as the Government sponsor as at 31 January 2023",/foi/files/2023/fa-230200370-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200370-document-released.PDF
Home Affairs,2023-04-04,FA 23/02/00779,Number of Skilled Nominated (subclass 190) visa applications lodged and granted for Software and Applications Programmers ANZSCO 261399 for program years 2021-22 and 2022-23 to 28 February 2023,/foi/files/2023/fa-230200779-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200779-document-released.PDF
Home Affairs,2023-04-04,FA 23/02/00256,Number of Skilled Work Regional (Provisional)(subclass 491) and Skilled Nominated (subclass 190) visa applications granted for Contract Administrator ANZSCO 511111 and Painting Trades Worker ANZSCO 332211 from 1 January 2022 to 31 January 2023,/foi/files/2023/fa-230200256-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200256-document-released.PDF
Home Affairs,2023-04-04,FA 23/02/00297,Number of Skilled Independent (subclass 189) visa applications granted from 1 July 2022 to 28 February 2023 and on hand as at 28 February 2023,/foi/files/2023/fa-230200297-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200297-document-released.PDF
Home Affairs,2023-04-03,FA 22/12/00377,Save the Children Australia (SCA) Support Programs for Children Targeting Sexualised Behaviour: Overview of Initiatives and Practices,/foi/files/2023/fa-221200377-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-221200377-document-released.PDF
Home Affairs,2023-04-03,FA 23/01/01107,Number of visa grant allotments remaining for Skilled Independent (subclass 189) visa category and Skilled Nominated (subclass 190) visa category for 2022-23 program year as at 28 February 2023,/foi/files/2023/fa-230101107-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230101107-document-released.PDF
Home Affairs,2023-04-03,FA 23/02/00274,"Number of Skilled Independent (subclass 189), Skilled Nominated (subclass 190) and Skilled Regional (Provisional) (subclass 491) visa applications lodged, granted and on hand, monthly, from 1 July 2022 to 31 January 2023",/foi/files/2023/fa-230200274-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200274-document-released.PDF
Home Affairs,2023-04-03,FA 23/02/00739,Number of Skilled Independent (subclass 189) visa applications lodged from 1 December 2022 and 31 January 2023 and number of Skilled Independent (subclass 189) and Skilled Nominated (subclass 190) visa applications on hand as at 28 February 2023,/foi/files/2023/fa-230200739-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200739-document-released.PDF
Home Affairs,2023-03-31,FA 23/02/01266,"Number of visas granted by the Department of Home Affairs to Pakistan citizens, by visa subclass, from 1 July 2022 to 28 Feb 2023",/foi/files/2023/fa-230201266-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201266-document-released.PDF
Home Affairs,2023-03-31,FA 23/02/01562,"Number of Visitor visa (subclass 600) visa applications lodged, granted and refused by visa stream and processed location for Myanmar nationals from 1 February 2022 to 31 January 2023; and Number of Refugee (subclass 200), In-country Special Humanitarian (subclass 201), Emergency Rescue (subclass 203) and Woman at Risk (subclass 204) visa applications lodged, granted and refused for Myanmar nationals from 1 March 2022 to 28 February 2023",/foi/files/2023/fa-230201562-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201562-document-released.PDF
Home Affairs,2023-03-31,FA 23/01/01244,"Number of Skilled Independent (subclass 189) visa applications granted by occupation, monthly, from 1 July 2022 to 3 January 2023",/foi/files/2023/fa-230101244-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230101244-document-released.PDF
Home Affairs,2023-03-31,FA 23/02/00145,"Number of Skilled Independent (subclasses 189), Skilled Nominated (subclasses 190) and Skilled Work Regional (Provisional)(subclasses 491) visa applications on hand, as at 31 January 2023. Number of Skilled Work Regional (subclass 491) visa applications on hand as at 31 January 2023, with Western Australia as the Government sponsor",/foi/files/2023/fa-230200145-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200145-document-released.PDF
Home Affairs,2023-03-30,FA 22/12/00465,"Documents dated from 15 October to 8 December 2022, in relation to the Family SkillSelect round conducted on the 8 December 2022, and documents in relation to future SkillSelect rounds for 2022-23",/foi/files/2023/fa-221200465-document-released-part-1.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-221200465-document-released-part-1.PDF
Home Affairs,2023-03-29,FA 23/02/01128,"Number of primary Skilled-Recognised Graduate (subclass 476) visa applications on hand as at 28 February 2023. Of these applications, the number that were lodged on or before 31 December 2021 and lodged after 31 December 2021",/foi/files/2023/fa-230201128-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201128-document-released.PDF
Home Affairs,2023-03-29,FA 23/01/00490,"Records Management Policy Statement, Email and Instant Messaging Policy Statement, and Acceptable use of Departmental ICT Systems and Information Procedural Instruction ",/foi/files/2023/fa-230100490-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230100490-document-released.PDF
Home Affairs,2023-03-29,FA 23/02/01273,"Number of submissions from employees of the Department of Home Affairs requesting to perform their duties on Thursday 26 January 2023, and of those submissions how many employees requested Friday 27 January 2023 in substitution",/foi/files/2023/fa-230201273-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201273-document-released.PDF
Home Affairs,2023-03-27,FA 23/01/00927,"Number of Employer Nomination Scheme (subclass 186) Temporary Residence Transition Stream visa applications lodged, granted and on hand for Developer Programmer ANZSCO 261312, monthly, from 1 January 2022 to 31 December 2022",/foi/files/2023/fa-230100927-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230100927-document-released.PDF
Home Affairs,2023-03-24,FA 228/12/01094,"Departmental key briefs utilised for October 2022 Budget Estimates - SB22-000810 Portfolio Budget and Resourcing; SB22-000812 Machinery of Government Changes; SB22-000822 Alexander Litigation Case, Terrorism related Citizenship loss provision, and SB22-000735 Australian Border Force Key Statistics",/foi/files/2023/fa-221201094-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-221201094-document-released.PDF
Home Affairs,2023-03-24,FA 23/02/01377,"Number of people whose applications for Australian citizenship by conferral were approved and awaiting to attend a citizenship ceremony to be conducted by the City of Ryde Council (NSW) monthly, from 1 November 2022 to 17 February 2023",/foi/files/2023/fa-230201377-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201377-document-released.PDF
Home Affairs,2023-03-24,FA 23/03/00233,"Number of Remaining Relative (subclass 835) visa applications on hand, queued before 5 April 2013, as at 28 February 2023; Number of Remaining Relative (subclass 835) visa applications granted, refused or withdrawn from 1 January 2022 to 28 February 2023",/foi/files/2023/fa-230300233-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230300233-document-released.PDF
Home Affairs,2023-03-24,FA 22/12/00436,"Number of Ministerial Intervention requests, and number of times the Minister intervened, under sections 46A, 46B, 48B and 195A, annually, from 1 January 2012 to 9 December 2022",/foi/files/2023/fa-221200436-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-221200436-document-released.PDF
Home Affairs,2023-03-23,FA 23/02/01022,"Number of people who acquired Australian citizenship by conferral at the ceremony conducted by Boroondara City Council (VIC) on 26 January 2023, and the date of approval of citizenship application by month",/foi/files/2023/fa-230201022-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201022-document-released.PDF
Home Affairs,2023-03-23,FA 23/02/00235,"Number of Skilled Independent (subclass 189) and Skilled Nominated (subclass 190) visa applications lodged, granted and refused for Engineering Technologist ANZCSO 233914 from 1 September 2022 to 31 January 2023, and on hand as at 31 January 2023",/foi/files/2023/fa-230200235-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200235-document-released.PDF
Home Affairs,2023-03-23,FA 23/02/01018,"Number of character cancellations pursuant to s501(3A), and number of revocations pursuant to s501(4), by State for program years from 2018-19 to 2022-23 as at 31 January 2023; Number of character cancellations pursuant to s501(3A), for clients who held a Special Category (Subclass 444) visa, and for clients who held a Protection (subclass 866) visa or an Offshore Humanitarian visa, for program years from 2018-19 to 2022-23 as at 31 January 2023",/foi/files/2023/fa-230201018-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201018-document-released.PDF
Home Affairs,2023-03-22,FA 22/03/00095,"Number of Skilled-Recognised Graduate (subclass 476) primary visa applications on hand which were lodged on or before 31 December 2021, as at 28 February 2023",/foi/files/2023/fa-230300095-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230300095-document-released.PDF
Home Affairs,2023-03-22,FA 23/02/00552,"Number of complaints received by the Office of the Migration Agents Registration Authority (OMARA) annually from 2020 to 2023, as at 31 January 2023",/foi/files/2023/fa-230200552-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200552-document-released.PDF
Home Affairs,2023-03-22,FA 23/01/01470,Number of Skilled Independent (subclass 189) visa applications lodged and granted from 1 July 2022 to 31 January 2023,/foi/files/2023/fa-230101470-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230101470-document-released.PDF
Home Affairs,2023-03-22,FA 23/02/00016,Applications lodged by Migration Agents Registration Authority Agent (MARA) 1575315 from 1 January 2020 to 31 January 2023,/foi/files/2023/fa-230200016-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200016-document-released.PDF
Home Affairs,2023-03-21,FA 23/02/00051,Documents relating to administrative support provided by the Department of Home Affairs with respect to Minister for Home Affairs Freedom of Information Access request MO22/11/00004,/foi/files/2023/fa-230200051-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200051-document-released.PDF
Home Affairs,2023-03-20,FA 23/02/01505,"Number of Parent (subclass 103), Aged Parent (subclass 804), Contributory Parent (Migrant) (subclass 143), Contributory Parent (Temporary) (subclass 173), Contributory Aged Parent (Residence) (subclass 864) and Contributory Aged Parent (Temporary) (subclass 884) visa applications granted from 1 July 2022 to 28 February 2023",/foi/files/2023/fa-230201505-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201505-document-released.PDF
Home Affairs,2023-03-20,FA 23/02/01411,"Number of people who acquired Australian citizenship by conferral at ceremonies conducted by Ku‑ring‑gai Council (NSW) from 1 October 2022 to 31 January 2023; Number of people invited to attend the Australian citizenship ceremony to be conducted by Ku-ring-gai Council (NSW) on 22 February 2023, by month of citizenship application approval date",/foi/files/2023/fa-230201411-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201411-document-released.PDF
Home Affairs,2023-03-20,FA 23/02/01653,Number of Electronic Travel Authority visa (subclass 601) and Visitor (subclass 600) visa applications refused for citizens of Malaysia from 1 January 2021 to 31 January 2023,/foi/files/2023/fa-230201653-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201653-document-released.PDF
Home Affairs,2023-03-17,FA 23/02/00993,Number of people invited to attend a citizenship ceremony at Moonee Valley Council (Vic) on 26 January 2023 and 15 March 2023,/foi/files/2023/fa-230200993-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230200993-document-released.PDF
Home Affairs,2023-03-17,FA 23/02/01306,"Number of Employer Nomination Scheme (subclass 186) Temporary Residence Transition stream visa applications lodged, granted, refused for Recruitment Consultant ANZSCO 223112 from 1 July 2022 to 31 January 2023, and on hand as at 31 January 2023",/foi/files/2023/fa-230201306-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230201306-document-released.PDF
Home Affairs,2023-03-17,FA 23/01/00748,"Number of Employer Nomination Scheme Temporary Residence Transition (subclass 186) primary visa applications lodged, granted and on hand for Mechanical Engineer ANZSCO 233512 by location, from 1 October 2022 to 31 December 2022",/foi/files/2023/fa-230100748-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230100748-document-released.PDF
Home Affairs,2023-03-17,FA 23/03/00002,"Number of Skilled-Recognised Graduate (subclass 476) primary visa applications on hand as at 28 February 2023, and number of these lodged on or before 31 December 2019 ",/foi/files/2023/fa-230300002-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230300002-document-released.PDF
Home Affairs,2023-03-17,FA 23/01/01427,"Number of Skilled Independent (subclass 189), Skilled Nominated (subclass 190), Skilled Regional (Provisional)(subclass 489), Skilled Work Regional (Provisional)(subclass 491) and Skilled Regional (subclass 887) visa applications lodged, granted, refused and on hand monthly from July 2022 to January 2023",/foi/files/2023/fa-230101427-document-released.PDF,,https://www.homeaffairs.gov.au/foi/files/2023/fa-230101427-document-released.PDF
